Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 28 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
130,3/14/2017 12:36,3/14/2017 12:39,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489509410_58c81c22404ef0.17558553,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,51166,,M194,,,,3,,,,,,,,,,,,,,N/A,Bilingual,2/1/2017,Effective,Developing+,Effective,,Effective,Developing+,Developing+,,Developing+,Developing+,Effective,,Effective,,Average,
131,3/14/2017 12:40,3/14/2017 12:42,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489509613_58c81cedeeb747.49565998,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50324,,M368,,,2,,,,,,,,,,,,,,,N/A,Bilingual,2/28/2017,Developing+,Developing+,Developing+,,Effective,Developing+,Developing+,,Effective,Effective,Developing+,,Effective,,Average,
132,3/14/2017 12:43,3/14/2017 12:45,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489509778_58c81d92a64bf1.53780514,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50750,,M328,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/28/2017,Developing+,Developing+,Developing+,,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
133,3/14/2017 12:46,3/14/2017 12:48,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489509963_58c81e4bf07ce3.12977688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50560,,M209,,,,,,,,7,,,,,,,,,,N/A,Special Education,3/2/2017,Effective,Effective,Effective,,Effective+,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Above Average,
134,3/14/2017 12:49,3/14/2017 12:53,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489510135_58c81ef79f1e44.10057246,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,51117,,M192,K,1,,,,,,,,,,,,,,,,N/A,ESL,3/2/2017,Effective,Effective,Effective,,Effective,Developing+,Developing+,,Developing+,Developing+,Effective,,Effective+,,Above Average,
135,3/14/2017 12:52,3/14/2017 13:10,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489510364_58c81fdcebc971.61499289,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1929,Cohort 28,,51248,5m148,,,,,,,,,,,10,,,,,,,,ESL,3/6/2017,Developing,Developing,Developing,Teacher's plans and practice indicate some awareness of prerequisite relationships.  Outcomes reflect moderately high expectations and rigor. The lesson or unit has a recognizable structure.,Developing,Developing,Developing,"With regular guidance and prompting, students follow established routines.  Standards of behaviot appear to have been established.",Developing,Developing,Developing,Teacher attempts to engage all students in the discussion and to encourage them to respond to one another. The learning tasks or prompts are partially aligned with the instructional outcomes. Assessment is used sporadically to support instruction.,Developing,Teacher has a generally accurate impression of a lesson's effectiveness and the extent to which instructional outcomes were met.,Average,
136,3/14/2017 12:53,3/14/2017 12:56,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489510417_58c8201143f8e3.24834317,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50639,,M328,,,,,,,,,8,,,,,,,,,N/A,Special Education,1/27/2017,Developing+,Developing+,Developing,,Developing,Developing,Ineffective,,Developing,Developing,Developing,,Developing+,,Bottom 10%,
137,3/14/2017 12:57,3/14/2017 13:00,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489510637_58c820eddc7d56.41931628,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50226,,M008,,,,,4,,,,,,,,,,,,,N/A,Bilingual,2/6/2017,Effective,Developing+,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Average,
138,3/14/2017 13:00,3/14/2017 13:03,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489510813_58c8219d909a52.27309809,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50728,,M324,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/8/2017,Effective,Effective,Developing+,,Effective+,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Above Average,
139,3/14/2017 13:05,3/14/2017 13:06,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489511098_58c822ba731213.10024646,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50871,,M143,,,,,,,,,8,,,,,,,,,N/A,Special Education,2/15/2017,Effective,Effective,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Average,
140,3/14/2017 13:07,3/14/2017 13:09,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489511220_58c82334502634.42994573,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 27,50546,,M146,K,1,2,,,,,,,,,,,,,,,,ESL,2/1/2017,Effective,Effective,Effective+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Above Average,
141,3/14/2017 13:10,3/14/2017 13:24,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489511448_58c82418467b03.22956621,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 28,,51262,M194,,,,,4,5,,,,,,,,,,,,N/A,ESL,3/3/2017,Developing+,Developing+,Developing,,Developing+,Developing,Developing,,Developing+,Developing,Developing+,,Developing+,,Below Average,
142,3/14/2017 13:10,3/14/2017 13:53,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489511419_58c823fb399328.87928770,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 28,,51240,27Q475,,,,,,,,,,,10,,,,,,,,ESL,3/7/2017,Developing+,Developing+,Developing+,Teacher's plans and practice indicate some awareness of prerequisite relationships. Outcomes represent moderately high expectations and rigor. Some of the learning activities and materials are suitable to the instructional outcomes.,Developing+,Developing+,Developing+,"With regular guidance and prompting, students follow established routines. Standards of conduct appear to have been established.",Developing+,Developing+,Developing+,Teacher attempts to engage all students in the discussion and to encourage them to respond to one another. The learning tasks are partially aligned with the instructional outcomes. Assessment is used sporadically to support assessment.,Developing+,Teacher has a generally accurate impression of a lesson's effectiveness.,Average,
143,3/14/2017 13:24,3/14/2017 13:28,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489512247_58c827374db976.18453333,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 28,,51292,M362,,,,,,,6,,,,,,,,Self-contained,,,,Special Education,2/27/2017,Effective,Effective,Effective,,Effective,Developing+,Effective,,Developing+,Effective,Developing+,,Effective+,,Average,
144,3/14/2017 13:28,3/14/2017 13:32,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489512530_58c8285202dad2.54374644,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,71.183.244.93,-73.93609619,40.74000168,United States,Long Island City,NY,11101,1833,Cohort 28,,51251,M514,,,,,,,,,8,,,,,,Self-contained,,,,ESL,3/3/2017,Developing+,Developing+,Developing+,,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
145,3/14/2017 17:37,3/14/2017 18:05,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489527466_58c862aa0b8986.77867406,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,100.2.219.170,-73.77249908,40.76369858,United States,Bayside,NY,11361,219,Cohort 27,51024,,X376,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/16/2017,Effective+,Effective,Developing+,"*The learning objective was written in student friendly language and was posted. The learning objective should be measurable. please stay away from words, such as, understand, learn and enhance. Please refer to the list of DOK verbs that are measurable that I previously sent. * The lesson was standards based.  * Most time allocations were reasonable and there was no differentiation for groups of students.",Developing+,Developing+,Developing+,* Procedures and routines have been established and work moderately well with some loss of instructional time. * Standards for behavior have been established but their implementation is not consistently carried out.,Developing+,Developing+,Developing+,"* Teacher should attempt to engage more students in discussion by asking ""Who agrees, who disagrees and who has something to add?"" * The tasks were aligned with the learning objectives. * Student engagement is more than just copying from the board...it is the intellectual engagement of the students with the work.",Developing+,,Average,
146,3/14/2017 18:17,3/14/2017 18:30,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489529703_58c86b6724c253.41862337,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50972,,24q311,,,,,,,,7,,,,,,,,,,,Bilingual,3/9/2017,Effective+,Effective+,Effective+,Teacher's plans and practice reflect accurate understanding of prerequisite relationships among topics and concepts.  Most outcomes represent rigorous and important learning in the discipline.  The lesson or unit has a clear structure with appropriate and varied use of instructional groups.,Effective+,Effective+,Effective+,"The classroom culture is a cognitively busy place where learning is valued by all with high expectations for learning the norm for most students.  With minimal guidance and prompting, students follow established classroom routines.  Student behavior is generally appropriate.",Effective+,Effective+,Effective+,"Teacher successfully engages most students in the discussion, employing a range of strategies to ensure that most students are heard. The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged. Questions/ prompts/ assessments are used to diagnose evidence of learning.",Effective+,Teacher makes a few specific suggestions of what could be tried another time the lesson is taught.,Average,
147,3/14/2017 18:33,3/14/2017 18:45,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489530791_58c86fa7190503.74364421,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50889,,27Q480,,,,,,,,,,,,11,,,,,,,Spanish,3/13/2017,Highly Effective,Highly Effective,Highly Effective,Teacher displays solid knowledge of the important concepts in the discipline and how these relate to one another. Outcomes reflect several different types of learning and opportunities for coordination. The lesson has a clear structure with appropriate and varied uso of instructional groups.,Highly Effective,Effective+,Effective+,"learning the norm for most students. The teacher conveys that with hard work students can be successful; students understand their role as learners and consistently expend effort to learn. With minimal guidance and prompting, students follow established classroom routines.  Student behavior is generally appropriate.",Effective+,Effective+,Effective+,"Teacher successfully engages most students in the discussion, employing a range of strategies to ensure that most students are heard. The learning tasks are aligned with the instructional outcomes and are designed to challenge student thinking. Students appear to be aware of the assessment criteria.",Effective+,Teacher makes an accurate assessment of a lesson's effectiveness and the extent to which it achieved its instructional outcomes and can cite general references to support the judgment.,Average,
148,3/14/2017 18:51,3/14/2017 19:00,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489531887_58c873ef4c0391.85061551,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50642,,27Q480,,,,,,,,,,,,11,,,,,,,Spanish,3/1/2017,Effective+,Effective+,Effective+,Teacher's plans and practice reflect accurate understanding of prerequisite relationships among topics and concepts. Most outcomes represent rigorous and important learning in the discipline. The lesson has a clear structure with appropriate and varied use of instructional groups.,Effective+,Effective+,Effective+,The teacher conveys that with hard work students can be successful; students understand their role as learners and consistently expend effort to learn. There is little loss of instructional time due to effective classroom routines and procedures. Student behavior is generally appropriate.,Effective+,Effective+,Effective+,"Teacher creates a genuine discussion among students, providing adequate time for students to respond, and stepping aside when appropriate. The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.",Effective+,Teacher makes a few specific suggestions of what could be tried another time the lesson is taught.,Average,
149,3/14/2017 19:02,3/14/2017 19:25,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489532564_58c87694eb4806.54925273,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50601,,30Q152,,,,,,5,,,,,,,,,,,,,ESL,3/2/2017,Effective+,Effective+,Effective+,Teacher displays solid knowledge of the important concepts in the discipline and how these relate to one another. Most outcomes represent rigorous and important learning in the discipline. The learning activities have reasonable time allocations.,Effective+,Effective+,Effective+,The teacher conveys that with hard work students can be successful; students understand their role as learners and consistently expend effort to learn. There is little loss of instructional time due to effective classroom routines and procedures. Student behavior is generally appropriate.,Effective+,Effective+,Effective+,"While the teacher may use some low-level questions, he or she poses questions to students designed to promote student thinking and understanding. The pacing of the lesson is appropriate. Questions are used to diagnose evidence of learning.",Effective+,Teacher makes an accurate assessment of a lesson's effectiveness and the extent to which it achieved its instructional outcomes and can cite general references to support the judgment.,Average,
150,3/14/2017 21:11,3/14/2017 21:20,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489540257_58c894a16b3d57.90625280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 28,,51247,32K552,,,,,,,,,,,,11,,,,,,,ESL,3/3/2017,Developing,Developing,Developing,Teacher's plans and practice reflect a limited range of pedagogical approaches to the discipline or to the students. Outcomes represent moderately high expectations and rigor.,Developing,Developing,Developing,"With regular guidance and prompting, students follow established routines. Standards of conduct appear to have been established.",Developing,Developing,Developing,"Assessment is used sporadically to support instruction, through some monitoring of progress of learning by teacher and/or students. Teacher attempts to engage all students in discussion and to encourage them to respond to one another.",Developing,Teacher has a generally accurate impression of a lesson's effectiveness and the extent to which instructional outcomes were met.,Average,
151,3/14/2017 21:25,3/14/2017 21:37,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489541156_58c89824ce9597.81172972,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50962,,19K583,,,,,,,,,,,,11,,,,,,,ESL,3/2/2017,Effective+,Effective+,Effective+,Teacher's plans and practice reflect accurate understanding of prerequisite relationships among topics and concepts. Most outcomes represent rigorous and important learning in the discipline. The lesson has a clear structure with appropriate use of instructional groups.,Effective+,Effective+,Effective+,The classroom culture is a cognitively busy place where learning is valued by all with high expectations for learning the norm for most students. There is little  loss of time due to effective classroom routines and procedures. Student behavior is generally appropriate.,Effective+,Effective+,Effective+,"Teacher successfully engages most students in the discussion, employing a range of strategies to ensure that most students are heard. The pacing of the lesson is appropriate. Questions are used to diagnose evidence of learning.",Effective+,Teacher makes a few specific suggestions of what could be tried another time the lesson is taught.,Average,
152,3/14/2017 21:42,3/14/2017 21:54,Complete,,,,English,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,https://www.surveygizmo.com/s3/3335313/FDI-2016-17-CCNY-R3,1489542154_58c89c0a2538b2.01836919,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",,74.73.173.121,-73.88800049,40.69829941,United States,Ridgewood,NY,11385,1822,Cohort 27,50015,,28Q328,,,,,,,,,,,,11,,,,,,,ESL,3/13/2017,Effective+,Effective+,Effective+,"Teacher's plans and practice reflect familiarity with a wide range of effective pedagogical approaches in the discipline. All the instructional outcomes are clear, written in the form of student learning, and suggest viable methods of assessment. The learning activities have reasonable time allocations.",Effective+,Effective+,Effective+,Classroom interactions support learning and hard work. There is little loss of instructional time due to effective classroom routines and procedures. Student behavior is generally appropriate.,Effective+,Effective+,Effective+,"Teacher successfully engages most students in the discussion, employing a range of strategies to ensure that most students are heard. The pacing of the lesson is appropriate. Assessment is used regularly during instruction.",Effective+,Teacher makes an accurate assessment of a lesson's effectiveness and the extent to which it achieved its instructional outcomes and can cite general references to support the judgment.,Average,
