Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
117,3/9/2017 18:00,3/9/2017 18:00,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489100407_58c1de77a4b433.93166611,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,173.3.50.246,-73.9240036,40.58330154,United States,Brooklyn,NY,11235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3/9/2017 18:40,3/9/2017 18:48,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489102798_58c1e7ce2b5549.62733210,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50969,X434,,,,,,,,,,9,,,,,,,,N/A,Special Education,03/06/0017,Effective,Developing+,Developing+,"This was not a usual lesson for you with the outcomes very different than what I have seen in your class. It was clearly a review lesson yet right from the start you threw the class off with the Do Now. By asking them to match up 14 items using lines to connect the word with the correct response you put your class in freak out mode. From that point on, the class seemed a step off and never got back on track. There was no differentiation for different students.",Effective,Effective+,Effective+,The classroom culture is a very busy place with learning valued by teacher and students. You very thoughtfully matched students so students could benefit from each other. This helps keeps things going in your class with no loss of instructional time. Today's class was more out of sorts than usual but there were no behavior problems that needed to be addressed. Your response to misbehavior is consistent and respectful to students,Developing+,Developing+,Effective,"The classroom culture is a very busy place with learning valued by teacher and students. You very thoughtfully matched students so students could benefit from each other. This helps keeps things going in your class with no loss of instructional time. Today's class was more out of sorts than usual but there were no behavior problems that needed to be addressed. Your response to misbehavior is consistent and respectful to students This may well be due to the type of lesson but many of your questions led students through a single path of inquiry with answers seemingly determined in advance.  The students did not seem to be moving together when you went over the multiple choose. Many were not able to hear what was going on as they were distracted by wanting to have the correct answer without wanting to know why the answer was correct. The class at one point asked you to slow down as you seemed to be going to fast for them. They were all working, but I wondered if they were all learning or just going through the motions. The whole lesson was an assessment since it was a review.",Effective+,"During our review you accurately assessed your lesson and what needs to be done to make it much more effective. As always, I look forward to my next visit with you.",Above Average,
119,3/9/2017 18:50,3/9/2017 18:55,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489103432_58c1ea48e5a8d3.19487403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50689,X438,,,,,,,,,,,10,11,,,,,,N/A,Special Education,3/6/2017,Effective,Effective,Effective,The do now was an excellent start to your class. The topic was one everyone could relate to and write about. You got almost 100% participation  You seem more confident in what you are doing with this class and they in turn are available to do the work required of them.,Effective,Developing+,Developing+,"2b. Establishing a culture for learning = 4 During the reading you were highlighting the text and used an overhead projector that picked up the text and put it on your smart board. This helped some students but I felt your class needed your physical presence by walking around the class more. Suggestion-have a student sit at your desk and read the text (silently) while moving the (already marked) pages as needed.  2c. Managing classroom procedures = 3 As the class began you were at the door with the student's folders, notebooks and the lesson for the day to hand out to the class. You need to have a late book handy for those that come in late. It takes your class a good 10 minutes to come in and settle down. I suggest you project a clock on your smart board so the class can see how much time to complete their activities. You gave out stickers to students on task throughout the lesson which motivated students to stay on task. 2d. Managing student behavior = 3 One young man came to class late and instead of him going straight to his seat and begin working he walked around offering his candy to others. You just continued your lesson as this was going on. Later you began to walk around the room and stand next to this same student which was a big help in keeping his behavior on track and focused. When one student was sharing, class was not respectful which you pointed out to class.          I was very pleased to see this class much more on track than in my past visits though I still think you need to make sure the 3 students in the back are never paired up together.",Effective,Effective,Effective,"3b. Using questioning / prompts and discussion = 4  You engaged the full class during this lesson. A lot of work was done in groups which they then shared out with the class. The questions in the Think section of their worksheet were good questions to get them writing but there could have been more discussion about the reading before they began the writing. 3c. Engaging students in learning = 4 You began the class with an excellent Do Now that the class got the opportunity to share out. This was a very good way to start the class and it led right into the lesson. If you can minimize the time wasted on the students entering the class and beginning their Do Now, you will have more time to complete your lesson. Your exit slip (which you were not able to get to) contained a self-checklist that had scaffolding to support the students engagement. 3d. Using assessment in instruction = 4 There was assessment evident throughout the lesson in the form of student writing and your verbal reaction to their writing. You moved around the room, met with and talk to everyone in the class.",Effective,You reflected on what you could have done differently in your class to make it an even better lesson.  This helped you make an accurate assessment of the lesson's effectiveness and the extent to which it achieved its instructional outcomes. This was a much stronger lesson that I have seen in the past and I look forward to continuing to watch you grow as a teacher.,Average,
120,3/9/2017 18:56,3/9/2017 19:01,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489103758_58c1eb8e5d6414.88562956,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,50306,X505,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,3/1/2017,Developing,Developing,Developing,"You need to be more than a lesson beyond the students. With a deeper knowledge of the information you will be able to give the students a richer experience which will promote learning and retention. Trust that your students are capable of learning at a higher level. If you raise the bar, the class will follow.",Developing+,Effective,N/A,"2b. Establishing a culture for learning = 3 More rigor is needed. If you reach high you will get so much more from the class. Always expect more and you will get more. You have a class available to learn, give them the opportunity to explore what they are capable of doing. 2c. Managing classroom procedures = 4 This is a strong point for you and your class runs efficiently due to your classroom procedures are set and students are aware of the expectations of your class. 2d. Managing student behavior = n/a Your class engages without any behavior issues each and every time I have visited.",Developing,Developing+,Developing,"3b. Using questioning / prompts and discussion = 2 You need to led the class into discussions. Each student is a valuable member of each discussion and has things to offer. By working discussions into the class the class will learn how to be an active participant who can learn from each member of the group. Try having them turn their chairs so they can see and talk to each other. Spend a little time going over some of the videos in Engageny.org/video-library.  I filtered my search by HS/Commencement level. Look at (teacher provides feedback to students and teacher engages students in discussion) which are part of Danielson Domain 3 that deal with instruction and the different components of instruction.  3c. Engaging students in learning = 3 Here is a definition of engagement. Within your class each student falls to some degree along this line of thought with one student on one end and another at the opposite. Felipe captures most of what is written to a high degree while the young lady shows a minimal amount of enthusiasm. The goal is to try and minimize the gap between the engaged student and the one just going through the motion with the hope of engaging all students to the degree of the most engaged. The degree of attention, curiosity, interest, optimism, and passion kids show or display when they are learning or being taught, which extends to the level of motivation they have to learn and progress in their education. 3d. Using assessment in instruction = 2 I am not seeing much assessment in your lessons. You return work to the students but do not give verbal feedback to them on the work done both written (the returned work) or verbal (work in class). Students need to get this feedback so the know what is going on. They also need to be aware of the assessment criteria used to evaluate their work. Please watch a few of the videos I recommended on student engagement and assessment that shows how a teacher both engages and assesses their class.",Developing,"Your lessons have been improving but not to the degree needed to see a great change. You have a lot of good things in place (classroom routines, students available to learn, your organization) but as discussed until you know more about the subject you will have a hard time getting the students to dig deeper into the lesson. Take advantage of teachable moments which constantly come up in your class. This will give your class the richness it needs and deserves.",Below Average,
121,3/9/2017 22:17,3/9/2017 22:23,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489115873_58c21ae13c8b33.52886743,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,74.89.60.149,-73.78179932,40.9151001,United States,New Rochelle,NY,10801,2075,Cohort 27,51127,X372,,,,,,,,,,,10,11,12,CTT/ICT,,,,,Special Education,3/8/2017,Effective+,Effective+,Effective+,I visited a CTT/ICT setting where you were not the lead teacher which made it more difficult for me to see you teaching. Your job in the lesson plan as the Special Ed teacher was to modify and differentiate the lesson which you did quite well.,Effective,Effective+,Developing+,"2b. Establishing a culture for learning = 4 There was a lot going on in this class in terms of behavior and student ability and as you went from table to table you worked with all the students, not just the special ed ones. This makes for a better class environment. The class was grouped heterogeneously which worked well in this class. Is was not apparent which students were special ed and as you moved around you worked with all the students.  2c. Managing classroom procedures = 5 Today was the first day a new plan was rolled out for giving out calculators. The plan called for each table to have a group leader who was responsible for collecting ID's from the group to exchange for borrowing a calculator. This new plan was explained well and the class easily complied. All classroom procedures were know to the class with help run this class to the best of it's ability. 2d. Managing student behavior = 3 This is one area that was a problem in today's class. Students walked in and out of class without a pass and at one point 3 students left together. No one signed a late log (3 came in late) nor signed a bathroom log.  In the beginning of class I noticed 3 students with ear buds in their ears, the number increased as the class went on. 2 Students wore hats, 1 was eating and multiple cell phones were out and being used for texting. 2 times the lead teacher was working with a group while one student in the group was texting and nothing was said. This was right after she announced anyone with a phone out was getting a call home. I felt the students didn't believe there were any consequences to their behaviors so they did what they wanted as long as they got their work done.",Effective,Effective+,Effective+,"3b. Using questioning / prompts and discussion = 4 Your job was to modify the lesson and make sure the students were doing what they needed to do. Since you were not leading the class this question can be directed to when you were working with the groups. Each time I saw you working with a group, the group was engaged and working to solve the problems together. 3c. Engaging students in learning = 5 By moving around and working with the students and challenging the ones that were moving faster, you kept the students engaged. 3d. Using assessment in instruction = 5 You were responsible for checking the students' performance which included work completed as well as those that were not following the rules of the class. This is a very important part of assessing the behaviors and work of each student.",Effective+,"In our discussion you had many things to say about how you would handle the class in a do over. I felt you worked very well with the lead teacher with the exception on the behavior situation. Neither one of you wanted to be the enforcer but one of you (or better both of you) need to be. Even if it's the culture of the school for kids to do what they want, it doesn't have to be the culture of your class. You were right on target with what you shared you would do given the chance to teach this class again and I look forward to coming to your class and seeing your growth each and every time.",Above Average,
122,3/10/2017 14:27,3/10/2017 14:39,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489174013_58c2fdfde3f171.50318296,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,74.88.66.119,-73.60820007,40.65390015,United States,Baldwin,NY,11510,1706,Cohort 27,50302,X265,,,,,,,,,,,,11,,,Self-contained,,,,Special Education,2/16/2017,Effective+,Effective+,Highly Effective,,Effective+,Highly Effective,Highly Effective,,Effective,Effective+,Effective+,,Highly Effective,,Above Average,
123,3/10/2017 14:39,3/10/2017 14:47,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489174761_58c300e9278248.83642587,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,74.88.67.196,-73.87729645,40.95130157,United States,Yonkers,NY,10701,1706,Cohort 27,50619,X253,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,2/14/2017,Effective,N/A,N/A,Student did not teach the lesson,Effective,Effective,Effective,,Developing+,Effective,Effective,,Effective,,Average,
124,3/10/2017 14:47,3/10/2017 14:54,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489175265_58c302e134c345.81975318,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,74.88.67.196,-73.87729645,40.95130157,United States,Yonkers,NY,10701,1706,Cohort 27,50185,X525,,,,,,,,,,,,11,,,Self-contained,,,,Special Education,3/3/2017,Effective+,Highly Effective,Highly Effective,,Effective+,Effective+,Effective+,,Effective,Effective,Effective,,Highly Effective,,Average,
125,3/10/2017 14:54,3/10/2017 15:01,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489175678_58c3047e9b5ff6.09477202,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,74.88.67.196,-73.87729645,40.95130157,United States,Yonkers,NY,10701,1706,Cohort 27,50618,X297,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,2/15/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Highly Effective,,Effective+,Effective+,Effective+,,Effective+,,Above Average,
126,3/11/2017 8:36,3/11/2017 8:41,Complete,,,,English,https://mail.aol.com/webmail-std/en-us/suite,https://mail.aol.com/webmail-std/en-us/suite,1489239368_58c3fd48678441.98273927,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50864,K633,,,,,,,,,,9,10,,,CTT/ICT,,,,,Special Education,3/6/2017,Developing,Developing+,Developing+,,Developing+,Developing,Developing+,,Developing,Developing+,Developing+,,Developing+,,Average,
127,3/11/2017 8:43,3/11/2017 8:53,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489239803_58c3fefb0a0de8.00601595,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50955,K528,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,3/2/2017,Developing+,Developing+,Developing,,Developing+,Developing+,Developing,,Developing+,Developing+,Developing,,Developing,,Average,
128,3/11/2017 8:54,3/11/2017 9:00,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489240483_58c401a36b9f52.64738334,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,51035,K590,,,,,,,,,,9,10,11,,,Self-contained,,,,Special Education,2/28/2017,Effective,Developing+,Developing+,,Developing+,Effective,Effective,,Developing+,Developing+,Developing+,,Developing+,,Average,
129,3/11/2017 9:01,3/11/2017 9:06,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489240874_58c4032ae9e025.03258974,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50058,K218,,,,,,,,,8,,,,,,Self-contained,,,,Special Education,2/1/2017,Effective,Developing+,Effective,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Developing+,,Average,
130,3/11/2017 9:07,3/11/2017 9:11,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489241259_58c404ab6ca082.60612819,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50057,K211,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,1/31/2017,Developing,Developing+,Developing+,,Developing+,Developing,Developing+,,Developing,Developing+,Developing,,Developing+,,Average,
131,3/11/2017 9:13,3/11/2017 9:18,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489241612_58c4060c0af041.47209002,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50253,K218,,,,,,,,,8,,,,,,Self-contained,,,,Special Education,1/25/2017,Developing+,Developing,Developing+,,Developing+,Effective,Effective,,Developing,Developing+,Developing+,,Developing+,,Average,
132,3/11/2017 9:19,3/11/2017 9:30,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489241996_58c4078ccf9a26.32119528,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50007,K218,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,1/25/2017,Effective,Developing+,Effective,,Developing+,Developing+,Effective,,Developing+,Developing+,Developing,,Developing+,,Average,
133,3/11/2017 9:31,3/11/2017 9:35,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489242641_58c40a11729d85.20323214,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50863,K137,,,,,,,6,7,,,,,,,Self-contained,,,,Special Education,1/23/2017,Effective,Effective,Developing+,,Developing+,Developing+,Effective,,Effective,Developing+,Developing+,,Developing+,,Average,
134,3/11/2017 9:35,3/11/2017 9:38,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489242938_58c40b3ad36799.64423825,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",,100.37.179.217,-73.96289825,40.67599869,United States,Brooklyn,NY,11238,1704,Cohort 27,50373,K661,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,1/19/2017,Effective,Developing+,Developing+,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Developing+,,Average,
135,3/11/2017 15:08,3/11/2017 15:12,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489262879_58c4591fd171c3.57325232,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,51159,M630,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,3/3/2017,Developing+,Developing+,Developing+,,Developing+,Effective,Effective,,Developing+,Developing+,Developing,,Effective,,Average,
136,3/11/2017 15:12,3/11/2017 15:14,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489263175_58c45a47b34d43.39970104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50398,M400,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,3/3/2017,Developing+,Developing,Developing,,Developing,Developing,Effective,,Developing+,Developing+,Developing,,Developing+,,Below Average,
137,3/11/2017 15:15,3/11/2017 15:16,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489263304_58c45ac8475432.55356917,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50574,M135,,,,,,,,,,,,11,,,,,,N/A,Special Education,3/7/2017,Developing,Developing,Developing,,Developing,Developing+,Developing+,,Developing+,Developing+,Developing,,Developing+,,Below Average,
138,3/11/2017 15:17,3/11/2017 15:20,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489263458_58c45b620959f7.33162573,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50454,X302,,,,,,,,,8,,,,,CTT/ICT,,,,,Special Education,1/25/2017,Effective,Developing+,Developing+,,Developing+,Developing+,Developing,,Developing+,Developing+,Developing+,,Effective,,Average,
