Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
58,3/16/2017 21:38,3/16/2017 21:40,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489714693_58cb3e05c47636.96612883,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,74.88.245.46,-73.98999786,41.15570068,United States,New City,NY,10956,512,Cohort 27,50612,X342,,,,,,,,,8,,,,,CTT/ICT,,,,,Science,03/16/0017,Effective,Effective,Effective,,Effective,Effective,Developing+,,Developing+,Effective,Developing+,,Effective+,,Average,
59,3/16/2017 21:40,3/16/2017 21:42,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489714838_58cb3e96f1d0a7.91781622,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,74.88.245.46,-73.98999786,41.15570068,United States,New City,NY,10956,512,Cohort 27,50662,X438,,,,,,,,,,9,,,,,,,,N/A,Science,03/16/0017,Effective+,Effective,Effective,,Effective+,Effective,Effective,,Developing+,Effective,Effective,,Effective+,,Above Average,
61,3/16/2017 23:32,3/16/2017 23:52,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489721545_58cb58c9994af0.09374833,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.146.55,-73.95829773,40.64490128,United States,Brooklyn,NY,11226,2009,Cohort 27,50425,04M435,,,,,,,,,,,10,11,,,,,,N/A,Science,3/2/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Highly Effective,,Effective,Effective,Effective+,,Effective+,,Top 10%,
62,3/16/2017 23:53,3/17/2017 0:03,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489722779_58cb5d9b0b2e89.08600958,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,173.2.146.55,-73.95829773,40.64490128,United States,Brooklyn,NY,11226,2009,Cohort 27,50832,03M404,,,,,,,,,,,,,12,,,,,N/A,Science,3/16/2017,Developing,Ineffective,Developing,,Ineffective,Developing,Developing,,Ineffective,Developing,Ineffective,,Developing,,Below Average,
63,3/17/2017 17:47,3/17/2017 17:53,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489787252_58cc597486bf46.93038641,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,24.90.53.217,-73.99330139,40.76050186,United States,New York,NY,10036,1998,Cohort 27,50932,X244,,,,,,,6,,,,,,,,,,,N/A,English,3/17/2017,Developing+,Developing,Developing,,Developing+,Developing+,Effective,,Developing+,Developing+,Developing+,,Developing+,,Average,
64,3/17/2017 17:51,3/17/2017 17:55,Complete,,,,English,https://mg.mail.yahoo.com/neo/rd?s=1clZ95BuhDpT2Pt_EcpUqMl_.8oQ2RxVDfAuaJgN1gjtL9Sdlw.RE8IzhLKZwydsO,https://mg.mail.yahoo.com/neo/rd?s=1clZ95BuhDpT2Pt_EcpUqMl_.8oQ2RxVDfAuaJgN1gjtL9Sdlw.RE8IzhLKZwydsOtionbDftntfFHCTBRXEFH9MjXQ2InA4sXCwTn.9098psUs09ER48reFF34AZIHkZGJC9U9tAX3_4tW9YXa5nmErsvMz0o9xC87EJ33Y9PR4.3iIqeCuIkmZJ9PO1cQXFg1bUyN9iyHCrOYZAJKt.NyWhCzJnCIc3ApWLBOCO2Ypw0tGDJMLkTMqUtu9O9YkUwBL.LSuIF3Z_TpXD.hhECLD1KtP51JYhKDtpv39ec3ODUQi2ZduZT4dYlIHV1xXxE_cc3bLgEJkGb9TJ_d4tWPUI5xvIV6zvKcZztTCHtyX1TkMnuj0mNcLVxdpcbf2Rw3O0pECag5ZYNs1vhYFObQnuO8Rug--,1489787464_58cc5a480011d9.62747251,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50123,m462,,,,,,,,,,9,,,,,,,,N/A,Math,3/17/2017,Highly Effective,Effective+,Effective+,,Effective+,Effective+,Highly Effective,,Developing+,Effective+,Effective,,Effective,,Above Average,
65,3/17/2017 17:56,3/17/2017 18:13,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489787768_58cc5b78ee2573.34667882,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50720,x440,,,,,,,,,,9,,,,,,,,N/A,Math,3/15/2017,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
66,3/17/2017 18:14,3/17/2017 18:20,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489788856_58cc5fb88525c2.53324534,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50683,x522,,,,,,,,,,9,,,,CTT/ICT,,,,,Math,3/13/2017,Effective,Effective,Effective+,,Developing+,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
67,3/17/2017 18:20,3/17/2017 18:25,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489789228_58cc612cc9b941.88867425,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,51034,x529,,,,,,,,7,,,,,,CTT/ICT,,,,,Math,3/16/2017,Effective,Developing+,Effective,,Developing+,Effective,Effective,,Developing,Developing+,Effective,,Developing+,,Average,
68,3/17/2017 18:25,3/17/2017 18:30,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489789533_58cc625debb312.34462081,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50984,x365,,,,,,,,,,9,,,,,,,,N/A,Math,2/8/2017,Effective,Effective,Effective,,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
69,3/17/2017 18:30,3/17/2017 18:36,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489789849_58cc6399dd2487.45299588,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50636,x083,,,,,,,,7,,,,,,CTT/ICT,,,,,Math,3/9/2017,Effective,Effective,Effective,,Effective,Effective,Effective+,,Developing+,Developing+,Effective,,Effective+,,Above Average,
70,3/17/2017 18:37,3/17/2017 18:40,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489790225_58cc6511b5fc91.28493540,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50507,x101,,,,,,,,,8,,,,,,,,,N/A,Math,3/10/2017,Effective+,Effective+,Effective,,Effective,Developing+,Effective,,Effective,Effective,Effective,,Developing+,,Above Average,
71,3/17/2017 18:41,3/17/2017 18:47,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489790461_58cc65fd4754e5.88758032,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50947,x388,,,,,,,,,,,10,,,,,,,N/A,Math,3/8/2017,Effective,Developing+,Developing+,,Developing,Developing+,Developing,,Developing,Developing+,Developing,,Developing+,,Below Average,
72,3/17/2017 18:47,3/17/2017 18:51,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489790854_58cc678619bdb7.24652570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,51050,x341,,,,,,,,7,,,,,,CTT/ICT,,,,,Math,3/8/2017,Effective,Effective,Effective,,Developing,Effective,Developing+,,Developing+,Developing,Developing+,,Effective,,Average,
73,3/17/2017 18:51,3/17/2017 18:55,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489791106_58cc688211b0c8.97863785,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,96.246.194.190,-73.83940125,40.86849976,United States,Bronx,NY,10469,2012,Cohort 27,50477,x562,,,,,,,,7,,,,,,,,,,N/A,Math,3/6/2017,Effective,Effective,Effective,,Effective,Effective+,Effective+,,Developing+,Developing+,Effective,,Effective,,Above Average,
74,3/18/2017 17:43,3/18/2017 17:48,Complete,,,,English,https://outlook.live.com/,https://outlook.live.com/,1489873416_58cdaa089b82b9.91167268,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,69.117.13.180,-73.86910248,41.28269958,United States,Cortlandt Manor,NY,10567,1999,Cohort 27,51157,x128,,,,,,,,7,,,,,,,,,,N/A,English,3/17/2017,Effective,Effective,Effective,,Effective+,Effective+,Effective+,,Effective,Effective,Effective+,,Effective+,,Above Average,
75,3/18/2017 17:49,3/18/2017 17:54,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1489873720_58cdab38120f86.95948962,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",,69.117.13.180,-73.86910248,41.28269958,United States,Cortlandt Manor,NY,10567,1999,Cohort 27,50573,x509,,,,,,,,,,,,11,,,,,,N/A,English,3/17/2017,Effective,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective+,,Average,
76,3/21/2017 13:17,3/21/2017 13:20,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490116661_58d16035386482.92184126,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0,,68.173.151.86,-73.99810028,40.72669983,United States,New York,NY,10012,2005,Cohort 27,50953,Q119,,,,,,,6,,,,,,,,,,,N/A,Math,3/20/2017,Effective+,Effective+,Highly Effective,,Effective+,Effective+,Effective+,,Highly Effective,Effective+,Effective+,,Effective+,,Top 10%,
77,3/21/2017 15:51,3/21/2017 16:02,Complete,,,,English,https://webtop.webmail.optimum.net/1572/messageview.html,https://webtop.webmail.optimum.net/1572/messageview.html,1490125894_58d18446bf4c40.75891239,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50059,X473,,,,,,,,,,,10,,,,,,,N/A,ESL,3/1/2017,Effective,Effective,Effective+,,Effective+,Effective+,Highly Effective,,Effective+,Effective+,Effective,,Effective+,,Above Average,
78,3/21/2017 16:02,3/21/2017 16:07,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490126560_58d186e0e2d385.24963414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50159,X531,,,2,,,,,,,,,,,,,,,N/A,ESL,2/1/2017,Highly Effective,Effective+,Effective+,,Highly Effective,Highly Effective,Highly Effective,,Effective+,Effective+,Effective+,,Highly Effective,,Top 10%,
79,3/21/2017 16:08,3/21/2017 16:11,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490126876_58d1881c06aae7.90829670,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50195,X267,,,,,,,6,,,,,,,,,,,N/A,ESL,2/1/2017,Effective,Effective,Effective,,Effective,Effective+,Effective+,,Effective,Effective,Effective,,Effective+,,Average,
80,3/21/2017 16:11,3/21/2017 16:17,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490127115_58d1890b5585b3.01159152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50521,X080,,,,,,,,,8,,,,,,,,,N/A,ESL,2/28/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Highly Effective,,Effective+,Effective+,Effective+,,Effective+,,Above Average,
81,3/21/2017 16:18,3/21/2017 16:22,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490127492_58d18a844481b0.39304791,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50570,X326,,,,,,,6,,,,,,,,,,,N/A,ESL,3/6/2017,Highly Effective,Effective+,Highly Effective,,Highly Effective,Highly Effective,Highly Effective,,Effective+,Effective+,Effective+,,Highly Effective,,Top 10%,
82,3/21/2017 19:58,3/21/2017 20:14,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490140716_58d1be2c644594.26572317,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,68.192.84.25,-73.56999969,41.12670135,United States,Stamford,CT,6903,2010,Cohort 27,50515,10X045,,,,,,,,,8,,,,,,,,,,Math,3/16/2017,Developing+,Ineffective,Developing,There was no instructional objective written anywhere or stated.,Developing,Ineffective,Ineffective,only five of 18 students completed the one task which was to graph two linear equations.  All others socialized the entire time.,Developing,Developing,Developing,There was no whole class discussion. The teacher circulated and supported some students. Most students could not do the work and little effort was made to help them get unstuck.,Ineffective,The teacher thought this lesson went well.  He stated that it takes time and students need time.,Bottom 10%,
83,3/21/2017 20:14,3/21/2017 20:28,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490141649_58d1c1d13a6603.21153360,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,68.192.84.25,-73.56999969,41.12670135,United States,Stamford,CT,6903,2010,Cohort 27,51113,X129,,,,,,,6,,,,,,,CTT/ICT,,,,,Math,3/21/2017,Effective,Effective,Effective,,Effective+,Effective,Effective,,Effective,Effective+,Effective,,Effective,,Top 10%,
84,3/21/2017 21:14,3/21/2017 21:25,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490145231_58d1cfcf071043.72645867,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,68.192.84.25,-73.56999969,41.12670135,United States,Stamford,CT,6903,2010,Cohort 27,50347,X438,,,,,,,,,,,10,,,,,,,N/A,Math,3/21/2017,Effective,Developing+,Effective,,Effective,Effective,Effective,,Developing+,Effective,Effective+,,Effective,,Above Average,
87,3/21/2017 23:15,3/21/2017 23:15,Partial,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490152510_58d1ec3ee2e8d2.62623062,Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; Microsoft; Lumia 640 XL LTE) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",,68.197.85.52,-73.79540253,40.98830032,United States,Scarsdale,NY,10583,2011,Cohort 27,50395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3/23/2017 9:37,3/23/2017 9:41,Complete,,,,English,https://webtop.webmail.optimum.net/1572/messageview.html,https://webtop.webmail.optimum.net/1572/messageview.html,1490276215_58d3cf77410da1.86479143,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50670,X248,,,,,,,,,,9,,,,,,,,,ESL,3/22/2017,Developing,Developing+,Developing,,Developing+,Developing+,Effective,,Developing+,Developing+,Developing+,,Developing+,,Below Average,
89,3/23/2017 9:41,3/23/2017 9:45,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490276467_58d3d07341fb24.20118094,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,50899,X241,,,,,,,,,,9,,,,CTT/ICT,,,,,ESL,3/22/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Developing+,,Developing+,,Average,
90,3/23/2017 9:46,3/23/2017 9:52,Complete,,,,English,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,https://www.surveygizmo.com/s3/3337350/FDI-2016-17-LC-R3,1490276782_58d3d1ae760509.03660665,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,68.195.147.89,-73.87689972,40.84989929,United States,Bronx,NY,10460,2000,Cohort 27,51165,X509,,,,,,,,,,,10,,,,,,,,ESL,2/28/2017,Effective+,Effective+,Effective+,,Effective+,Effective+,Effective+,,Effective+,Effective,Effective,,Effective,,Above Average,
